,Unnamed: 0,Date Occurred,Time Occurred,Area Name,Reporting District,Crime Code Description,Victim Age,Victim Sex,Victim Descent,Premise Description,Location ,Month,Day,Year,Lat,Lon,Datetime,Daily Max Temp
370310,1439781,01/13/2017,500,Southwest,357,KIDNAPPING,61.0,M,B,SINGLE FAMILY DWELLING,"(34.0255, -118.2915)",1,13,2017,34.0255,-118.2915,2017-01-13,14.4
370728,1440252,01/27/2017,345,Southwest,395,ARSON,66.0,F,B,SINGLE FAMILY DWELLING,"(34.009, -118.3113)",1,27,2017,34.009,-118.3113,2017-01-27,16.0
370851,1440399,01/20/2017,331,Southwest,395,ARSON,55.0,M,B,STREET,"(34.009, -118.3113)",1,20,2017,34.009,-118.3113,2017-01-20,11.9
371054,1440632,02/08/2017,1421,Southwest,393,ARSON,78.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0085, -118.3296)",2,8,2017,34.0085,-118.3296,2017-02-08,20.6
371428,1441056,02/21/2017,1,Southwest,393,ARSON,44.0,M,H,CAR WASH,"(34.0085, -118.3351)",2,21,2017,34.0085,-118.3351,2017-02-21,17.1
371461,1441092,02/22/2017,1840,Southwest,315,ARSON,53.0,F,O,OTHER BUSINESS,"(34.0327, -118.309)",2,22,2017,34.0327,-118.309,2017-02-22,15.4
371624,1441276,02/27/2017,1735,Southwest,356,PICKPOCKET,24.0,F,H,SIDEWALK,"(34.0184, -118.3002)",2,27,2017,34.0184,-118.3002,2017-02-27,13.1
371808,1441480,03/05/2017,1950,Southwest,356,CRIMINAL HOMICIDE,49.0,M,H,PARK/PLAYGROUND,"(34.0237, -118.3032)",3,5,2017,34.0237,-118.3032,2017-03-05,13.6
371986,1441689,03/10/2017,1526,Southwest,337,CRIMINAL HOMICIDE,24.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0264, -118.2991)",3,10,2017,34.0264,-118.2991,2017-03-10,26.4
372045,1441754,02/18/2017,2200,Southwest,378,PICKPOCKET,22.0,F,W,PARKING LOT,"(34.0146, -118.2872)",2,18,2017,34.0146,-118.2872,2017-02-18,13.9
372144,1441872,03/19/2017,130,Southwest,353,CRIMINAL HOMICIDE,30.0,M,B,STREET,"(34.0195, -118.3452)",3,19,2017,34.0195,-118.3452,2017-03-19,24.6
372183,1441915,03/20/2017,915,Southwest,378,THROWING OBJECT AT MOVING VEHICLE,21.0,F,H,STREET,"(34.0109, -118.2872)",3,20,2017,34.0109,-118.2872,2017-03-20,20.0
372221,1441956,03/21/2017,1220,Southwest,395,CRIMINAL HOMICIDE,46.0,M,B,STREET,"(34.0109, -118.3089)",3,21,2017,34.0109,-118.3089,2017-03-21,17.2
372347,1442104,03/25/2017,1410,Southwest,355,THROWING OBJECT AT MOVING VEHICLE,31.0,M,B,"VEHICLE, PASSENGER/TRUCK","(34.0219, -118.3133)",3,25,2017,34.0219,-118.3133,2017-03-25,18.5
372354,1442111,03/25/2017,2215,Southwest,373,KIDNAPPING,24.0,F,B,PARKING LOT,"(34.011, -118.3351)",3,25,2017,34.011,-118.3351,2017-03-25,18.5
372393,1442152,03/25/2017,2350,Southwest,328,PICKPOCKET,20.0,F,W,FRAT HOUSE/SORORITY/DORMITORY,"(34.0264, -118.278)",3,25,2017,34.0264,-118.278,2017-03-25,18.4
372449,1442215,03/29/2017,1700,Southwest,355,ARSON,53.0,F,B,ELEMENTARY SCHOOL,"(34.0228, -118.3089)",3,29,2017,34.0228,-118.3089,2017-03-29,28.3
372523,1442294,03/31/2017,1813,Southwest,335,CRIMINAL HOMICIDE,32.0,M,B,STREET,"(34.0263, -118.326)",3,31,2017,34.0263,-118.326,2017-03-31,23.4
372555,1442330,02/19/2017,2200,Southwest,378,PICKPOCKET,17.0,F,W,PARK/PLAYGROUND,"(34.0181, -118.2846)",2,19,2017,34.0181,-118.2846,2017-02-19,14.0
372662,1442446,04/05/2017,404,Southwest,392,CRIMINAL HOMICIDE,53.0,M,B,STREET,"(34.0009, -118.3236)",4,5,2017,34.0009,-118.3236,2017-04-05,28.6
373102,1442941,04/19/2017,1420,Southwest,393,CRIMINAL HOMICIDE,32.0,M,B,STREET,"(34.007, -118.3257)",4,19,2017,34.007,-118.3257,2017-04-19,24.8
373376,1443246,04/27/2017,1550,Southwest,333,CRIMINAL HOMICIDE,25.0,M,B,ALLEY,"(0, 0)",4,27,2017,0.0,0.0,2017-04-27,28.5
373493,1443384,05/01/2017,400,Southwest,343,ARSON,33.0,M,H,STREET,"(34.0199, -118.366)",5,1,2017,34.0199,-118.366,2017-05-01,29.2
373614,1443526,05/03/2017,2300,Southwest,375,KIDNAPPING,38.0,F,W,SINGLE FAMILY DWELLING,"(34.0147, -118.3111)",5,3,2017,34.0147,-118.3111,2017-05-03,29.0
373707,1443640,05/08/2017,833,Southwest,395,ARSON,59.0,M,U,SINGLE FAMILY DWELLING,"(34.0073, -118.3108)",5,8,2017,34.0073,-118.3108,2017-05-08,22.7
373712,1443646,05/09/2017,243,Southwest,333,ARSON,48.0,M,H,AUTO REPAIR SHOP,"(34.0278, -118.3378)",5,9,2017,34.0278,-118.3378,2017-05-09,20.0
374370,1444402,05/30/2017,2231,Southwest,398,KIDNAPPING,27.0,F,H,GAS STATION,"(34.0074, -118.285)",5,30,2017,34.0074,-118.285,2017-05-30,24.6
374442,1444492,06/03/2017,328,Southwest,359,ARSON,16.0,X,X,MINI-MART,"(34.014, -118.2827)",6,3,2017,34.014,-118.2827,2017-06-03,27.1
374572,1444654,06/07/2017,1945,Southwest,358,ARSON,16.0,X,X,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,"(34.0215, -118.2868)",6,7,2017,34.0215,-118.2868,2017-06-07,24.5
374695,1444794,06/12/2017,101,Southwest,358,ARSON,16.0,X,X,PUBLIC RESTROOM(INDOORS-INSIDE),"(34.0215, -118.2868)",6,12,2017,34.0215,-118.2868,2017-06-12,23.4
374731,1444836,06/13/2017,258,Southwest,331,ARSON,34.0,F,B,MOTEL,"(34.0272, -118.3537)",6,13,2017,34.0272,-118.3537,2017-06-13,26.8
374755,1444864,06/14/2017,735,Southwest,393,KIDNAPPING,30.0,F,H,OTHER BUSINESS,"(34.0098, -118.3351)",6,14,2017,34.0098,-118.3351,2017-06-14,29.6
375056,1445238,06/27/2017,840,Southwest,392,CRIMINAL HOMICIDE,17.0,M,B,GARAGE/CARPORT,"(34, -118.3308)",6,27,2017,34.0,-118.3308,2017-06-27,32.3
375117,1445320,06/30/2017,337,Southwest,354,ARSON,46.0,F,B,"VEHICLE, PASSENGER/TRUCK","(34.0222, -118.3227)",6,30,2017,34.0222,-118.3227,2017-06-30,27.2
375384,1445637,01/07/2017,1620,Hollenbeck,477,CRIMINAL HOMICIDE,25.0,F,H,STREET,"(34.0343, -118.2065)",1,7,2017,34.0343,-118.2065,2017-01-07,18.2
375576,1445901,01/07/2017,200,Hollenbeck,457,ARSON,59.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0477, -118.2047)",1,7,2017,34.0477,-118.2047,2017-01-07,18.2
375855,1446311,01/26/2017,1030,Hollenbeck,487,ARSON,24.0,F,H,SINGLE FAMILY DWELLING,"(34.0284, -118.2158)",1,26,2017,34.0284,-118.2158,2017-01-26,14.8
375871,1446331,01/27/2017,1655,Hollenbeck,409,CRIMINAL HOMICIDE,42.0,M,H,SIDEWALK,"(34.0916, -118.166)",1,27,2017,34.0916,-118.166,2017-01-27,15.4
376287,1446970,02/25/2017,1430,Hollenbeck,448,CRIMINAL HOMICIDE,23.0,M,H,SIDEWALK,"(34.0562, -118.1985)",2,25,2017,34.0562,-118.1985,2017-02-25,14.8
376622,1447441,03/20/2017,700,Hollenbeck,488,CRIMINAL HOMICIDE,31.0,M,H,STREET,"(34.0233, -118.2085)",3,20,2017,34.0233,-118.2085,2017-03-20,20.1
376846,1447766,04/04/2017,1700,Hollenbeck,497,THROWING OBJECT AT MOVING VEHICLE,74.0,M,H,STREET,"(34.0216, -118.2048)",4,4,2017,34.0216,-118.2048,2017-04-04,24.2
376856,1447778,04/05/2017,1120,Hollenbeck,471,CRIMINAL HOMICIDE,31.0,M,H,SIDEWALK,"(34.0381, -118.2262)",4,5,2017,34.0381,-118.2262,2017-04-05,28.5
376891,1447824,03/26/2017,400,Hollenbeck,426,KIDNAPPING,24.0,M,W,SINGLE FAMILY DWELLING,"(34.0862, -118.1713)",3,26,2017,34.0862,-118.1713,2017-03-26,19.6
376971,1447941,04/13/2017,36,Hollenbeck,469,CRIMINAL HOMICIDE,21.0,M,H,STREET,"(34.0301, -118.195)",4,13,2017,34.0301,-118.195,2017-04-13,20.3
377012,1448000,04/15/2017,1,Hollenbeck,412,CRIMINAL HOMICIDE,35.0,F,H,STREET,"(34.0804, -118.2168)",4,15,2017,34.0804,-118.2168,2017-04-15,25.8
377088,1448104,04/19/2017,955,Hollenbeck,411,THROWING OBJECT AT MOVING VEHICLE,40.0,F,W,STREET,"(34.0766, -118.2228)",4,19,2017,34.0766,-118.2228,2017-04-19,25.7
377215,1448283,04/22/2017,1500,Hollenbeck,402,KIDNAPPING,14.0,F,H,STREET,"(34.0945, -118.2038)",4,22,2017,34.0945,-118.2038,2017-04-22,33.1
377251,1448346,04/29/2017,340,Hollenbeck,448,CRIMINAL HOMICIDE,32.0,M,H,SIDEWALK,"(34.0591, -118.1965)",4,29,2017,34.0591,-118.1965,2017-04-29,30.9
377527,1448742,05/18/2017,1700,Hollenbeck,464,THROWING OBJECT AT MOVING VEHICLE,24.0,M,H,STREET,"(34.0423, -118.2155)",5,18,2017,34.0423,-118.2155,2017-05-18,24.2
377662,1448932,05/26/2017,2250,Hollenbeck,415,KIDNAPPING,26.0,M,H,STREET,"(34.0793, -118.2148)",5,26,2017,34.0793,-118.2148,2017-05-26,19.9
377663,1448933,05/26/2017,2250,Hollenbeck,415,KIDNAPPING,38.0,M,H,STREET,"(34.0793, -118.2148)",5,26,2017,34.0793,-118.2148,2017-05-26,19.9
377821,1449141,04/20/2017,1517,Hollenbeck,437,ARSON,52.0,F,W,SINGLE FAMILY DWELLING,"(34.0673, -118.1875)",4,20,2017,34.0673,-118.1875,2017-04-20,29.6
377832,1449156,06/06/2017,1453,Hollenbeck,423,CRIMINAL HOMICIDE,35.0,M,H,SIDEWALK,"(34.0645, -118.2102)",6,6,2017,34.0645,-118.2102,2017-06-06,26.1
377878,1449229,06/09/2017,2310,Hollenbeck,489,CRIMINAL HOMICIDE,30.0,M,H,PARKING LOT,"(34.0257, -118.217)",6,9,2017,34.0257,-118.217,2017-06-09,24.5
377885,1449243,06/11/2017,310,Hollenbeck,423,KIDNAPPING,25.0,F,H,GAS STATION,"(34.0651, -118.2116)",6,11,2017,34.0651,-118.2116,2017-06-11,20.4
378033,1449452,06/21/2017,811,Hollenbeck,469,ARSON,48.0,M,H,SINGLE FAMILY DWELLING,"(34.034, -118.1969)",6,21,2017,34.034,-118.1969,2017-06-21,32.1
378071,1449508,06/23/2017,1920,Hollenbeck,448,THROWING OBJECT AT MOVING VEHICLE,29.0,F,H,STREET,"(34.0571, -118.195)",6,23,2017,34.0571,-118.195,2017-06-23,30.4
378325,1449853,01/18/2017,1625,Harbor,513,CRIMINAL HOMICIDE,29.0,M,H,YARD (RESIDENTIAL/BUSINESS),"(33.7919, -118.2975)",1,18,2017,33.7919,-118.2975,2017-01-18,14.6
378351,1449885,02/14/2017,2026,Harbor,557,CRIMINAL HOMICIDE,22.0,M,H,PARKING LOT,"(33.7424, -118.2923)",2,14,2017,33.7424,-118.2923,2017-02-14,17.8
378523,1450077,06/17/2017,45,Harbor,513,CRIMINAL HOMICIDE,20.0,M,H,STREET,"(33.7958, -118.2959)",6,17,2017,33.7958,-118.2959,2017-06-17,26.9
378659,1450232,01/06/2017,1830,Harbor,564,KIDNAPPING,24.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.7433, -118.2835)",1,6,2017,33.7433,-118.2835,2017-01-06,16.3
378690,1450273,01/09/2017,805,Harbor,507,THROWING OBJECT AT MOVING VEHICLE,37.0,F,B,STREET,"(33.819, -118.3063)",1,9,2017,33.819,-118.3063,2017-01-09,16.7
378700,1450285,01/09/2017,1810,Harbor,564,CRIMINAL HOMICIDE,40.0,M,H,PARKING LOT,"(33.7424, -118.2835)",1,9,2017,33.7424,-118.2835,2017-01-09,16.7
378817,1450440,01/17/2017,1715,Harbor,559,THROWING OBJECT AT MOVING VEHICLE,28.0,F,W,UNDERPASS/BRIDGE*,"(33.751, -118.258)",1,17,2017,33.751,-118.258,2017-01-17,16.4
379224,1450945,02/09/2017,1845,Harbor,511,PICKPOCKET,37.0,F,H,STREET,"(33.7948, -118.3011)",2,9,2017,33.7948,-118.3011,2017-02-09,19.4
379342,1451092,02/17/2017,1250,Harbor,516,THROWING OBJECT AT MOVING VEHICLE,31.0,F,H,"VEHICLE, PASSENGER/TRUCK","(33.7849, -118.2652)",2,17,2017,33.7849,-118.2652,2017-02-17,14.5
379394,1451154,02/19/2017,1117,Harbor,563,ARSON,46.0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.7315, -118.2902)",2,19,2017,33.7315,-118.2902,2017-02-19,14.5
379805,1451638,03/13/2017,100,Harbor,516,ARSON,56.0,F,H,SINGLE FAMILY DWELLING,"(33.7889, -118.2678)",3,13,2017,33.7889,-118.2678,2017-03-13,26.0
380095,1451982,03/27/2017,2130,Harbor,517,ARSON,59.0,M,H,DRIVEWAY,"(33.7892, -118.256)",3,27,2017,33.7892,-118.256,2017-03-27,21.8
380349,1452313,04/10/2017,1651,Harbor,504,CRIMINAL HOMICIDE,26.0,M,H,STREET,"(33.8468, -118.3066)",4,10,2017,33.8468,-118.3066,2017-04-10,22.7
380487,1452496,04/18/2017,1640,Harbor,513,THROWING OBJECT AT MOVING VEHICLE,18.0,M,H,STREET,"(33.7907, -118.2934)",4,18,2017,33.7907,-118.2934,2017-04-18,21.2
380880,1453015,05/09/2017,100,Harbor,566,CRIMINAL HOMICIDE,24.0,M,H,ALLEY,"(33.736, -118.2835)",5,9,2017,33.736,-118.2835,2017-05-09,18.7
380938,1453091,05/12/2017,1235,Harbor,529,ARSON,59.0,M,O,STREET,"(33.7817, -118.2334)",5,12,2017,33.7817,-118.2334,2017-05-12,21.6
380992,1453157,05/15/2017,2140,Harbor,565,ARSON,16.0,X,X,LIBRARY,"(33.7361, -118.2923)",5,15,2017,33.7361,-118.2923,2017-05-15,17.1
381255,1453483,05/29/2017,500,Harbor,564,CRIMINAL HOMICIDE,46.0,M,B,STREET,"(33.7415, -118.2813)",5,29,2017,33.7415,-118.2813,2017-05-29,19.4
381425,1453696,06/06/2017,15,Harbor,522,CRIMINAL HOMICIDE,18.0,M,H,SIDEWALK,"(33.7808, -118.273)",6,6,2017,33.7808,-118.273,2017-06-06,21.1
381771,1454131,06/25/2017,50,Harbor,507,THROWING OBJECT AT MOVING VEHICLE,26.0,M,W,STREET,"(33.8212, -118.3089)",6,25,2017,33.8212,-118.3089,2017-06-25,29.9
381810,1454181,06/27/2017,1315,Harbor,504,THROWING OBJECT AT MOVING VEHICLE,64.0,F,B,PARKING LOT,"(33.8481, -118.3041)",6,27,2017,33.8481,-118.3041,2017-06-27,27.8
381815,1454186,06/26/2017,1230,Harbor,507,THROWING OBJECT AT MOVING VEHICLE,23.0,M,H,STREET,"(33.8214, -118.3089)",6,26,2017,33.8214,-118.3089,2017-06-26,29.6
382190,1454671,06/25/2017,2030,Hollywood,645,KIDNAPPING,25.0,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.1006, -118.3417)",6,25,2017,34.1006,-118.3417,2017-06-25,40.7
382566,1455124,01/20/2017,40,Hollywood,636,PICKPOCKET,20.0,M,H,OTHER BUSINESS,"(34.1034, -118.3325)",1,20,2017,34.1034,-118.3325,2017-01-20,11.0
382721,1455324,01/27/2017,2215,Hollywood,637,PICKPOCKET,28.0,M,O,OTHER BUSINESS,"(34.103, -118.3225)",1,27,2017,34.103,-118.3225,2017-01-27,15.7
382807,1455425,01/29/2017,1,Hollywood,647,PICKPOCKET,20.0,F,W,THEATRE/MOVIE,"(34.0998, -118.3211)",1,29,2017,34.0998,-118.3211,2017-01-29,22.3
382921,1455564,01/26/2017,2000,Hollywood,645,PICKPOCKET,20.0,M,H,SIDEWALK,"(34.1016, -118.3387)",1,26,2017,34.1016,-118.3387,2017-01-26,15.2
382939,1455583,02/05/2017,1630,Hollywood,666,PICKPOCKET,38.0,F,A,SIDEWALK,"(34.098, -118.3295)",2,5,2017,34.098,-118.3295,2017-02-05,13.9
383426,1456133,02/23/2017,1615,Hollywood,615,THROWING OBJECT AT MOVING VEHICLE,67.0,M,W,STREET,"(34.1113, -118.3335)",2,23,2017,34.1113,-118.3335,2017-02-23,13.8
383589,1456315,03/06/2017,1300,Hollywood,646,THROWING OBJECT AT MOVING VEHICLE,24.0,F,W,STREET,"(34.1016, -118.3361)",3,6,2017,34.1016,-118.3361,2017-03-06,17.3
383619,1456355,03/06/2017,1500,Hollywood,628,PICKPOCKET,57.0,M,O,STREET,"(34.1087, -118.3215)",3,6,2017,34.1087,-118.3215,2017-03-06,17.0
383854,1456634,03/13/2017,1930,Hollywood,645,PICKPOCKET,22.0,F,O,STREET,"(34.1016, -118.3387)",3,13,2017,34.1016,-118.3387,2017-03-13,31.3
384249,1457095,04/01/2017,2000,Hollywood,666,PICKPOCKET,28.0,F,H,NIGHT CLUB (OPEN EVENINGS ONLY),"(34.0962, -118.3288)",4,1,2017,34.0962,-118.3288,2017-04-01,26.1
384617,1457506,04/21/2017,1200,Hollywood,636,PICKPOCKET,22.0,M,O,SIDEWALK,"(34.1016, -118.3297)",4,21,2017,34.1016,-118.3297,2017-04-21,33.4
384633,1457524,04/24/2017,1130,Hollywood,639,ARSON,16.0,X,X,STREET,"(34.1018, -118.3044)",4,24,2017,34.1018,-118.3044,2017-04-24,23.7
384756,1457665,04/29/2017,1550,Hollywood,668,ARSON,41.0,M,H,SIDEWALK,"(34.0918, -118.3109)",4,29,2017,34.0918,-118.3109,2017-04-29,31.2
385184,1458160,05/18/2017,2245,Hollywood,646,CRIMINAL HOMICIDE,21.0,M,H,SINGLE FAMILY DWELLING,"(34.098, -118.331)",5,18,2017,34.098,-118.331,2017-05-18,25.7
385246,1458232,05/21/2017,1500,Hollywood,645,PICKPOCKET,34.0,F,A,STREET,"(34.1016, -118.3387)",5,21,2017,34.1016,-118.3387,2017-05-21,34.2
385438,1458458,05/30/2017,1335,Hollywood,657,KIDNAPPING,25.0,F,B,STREET,"(0, 0)",5,30,2017,0.0,0.0,2017-05-30,27.2
385546,1458578,06/02/2017,1500,Hollywood,656,THROWING OBJECT AT MOVING VEHICLE,46.0,F,H,STREET,"(34.0871, -118.3288)",6,2,2017,34.0871,-118.3288,2017-06-02,29.1
385785,1458860,06/12/2017,755,Hollywood,647,CRIMINAL HOMICIDE,48.0,M,B,STREET,"(34.1017, -118.3174)",6,12,2017,34.1017,-118.3174,2017-06-12,24.3
385803,1458880,05/13/2017,1300,Hollywood,645,PICKPOCKET,22.0,M,H,STREET,"(34.1016, -118.3387)",5,13,2017,34.1016,-118.3387,2017-05-13,25.3
386035,1459163,06/23/2017,701,Hollywood,663,ARSON,54.0,M,W,SINGLE FAMILY DWELLING,"(34.0926, -118.3416)",6,23,2017,34.0926,-118.3416,2017-06-23,29.8
386200,1459355,06/30/2017,1500,Hollywood,645,PICKPOCKET,52.0,F,A,SIDEWALK,"(34.1016, -118.3417)",6,30,2017,34.1016,-118.3417,2017-06-30,28.6
386227,1459392,06/25/2017,550,Hollywood,625,THROWING OBJECT AT MOVING VEHICLE,43.0,M,H,STREET,"(34.1083, -118.3371)",6,25,2017,34.1083,-118.3371,2017-06-25,40.6
386307,1459486,07/06/2017,1550,Hollywood,645,PICKPOCKET,46.0,F,A,STREET,"(34.1016, -118.3417)",7,6,2017,34.1016,-118.3417,2017-07-06,34.8
386753,1460033,01/09/2017,900,Wilshire,701,PICKPOCKET,22.0,F,W,OTHER PREMISE,"(34.0843, -118.3765)",1,9,2017,34.0843,-118.3765,2017-01-09,16.3
386823,1460116,01/24/2017,920,Wilshire,787,PICKPOCKET,55.0,F,B,RESTAURANT/FAST FOOD,"(34.0375, -118.335)",1,24,2017,34.0375,-118.335,2017-01-24,11.8
387318,1460687,02/19/2017,1300,Wilshire,711,PICKPOCKET,30.0,M,A,SIDEWALK,"(34.0761, -118.3742)",2,19,2017,34.0761,-118.3742,2017-02-19,14.4
387431,1460811,02/24/2017,1615,Wilshire,777,PICKPOCKET,13.0,M,O,STREET,"(34.0429, -118.3329)",2,24,2017,34.0429,-118.3329,2017-02-24,15.6
388053,1461508,02/25/2017,2110,Wilshire,783,CRIMINAL HOMICIDE,24.0,M,B,HOSPITAL,"(34.0354, -118.3628)",2,25,2017,34.0354,-118.3628,2017-02-25,14.7
388606,1462141,04/23/2017,2120,Wilshire,765,ARSON,63.0,F,B,DRIVEWAY,"(0, 0)",4,23,2017,0.0,0.0,2017-04-23,28.0
388887,1462466,05/06/2017,650,Wilshire,773,CRIMINAL HOMICIDE,37.0,M,H,STREET,"(34.044, -118.3586)",5,6,2017,34.044,-118.3586,2017-05-06,17.5
388906,1462486,05/07/2017,2100,Wilshire,702,PICKPOCKET,32.0,F,B,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)","(34.0837, -118.3564)",5,7,2017,34.0837,-118.3564,2017-05-07,17.6
389038,1462638,05/18/2017,930,Wilshire,753,ARSON,21.0,M,H,DRUG STORE,"(34.0537, -118.3619)",5,18,2017,34.0537,-118.3619,2017-05-18,26.0
389443,1463109,06/05/2017,1040,Wilshire,702,ARSON,49.0,M,H,HIGH SCHOOL,"(34.0838, -118.3595)",6,5,2017,34.0838,-118.3595,2017-06-05,27.2
389629,1463324,06/15/2017,305,Wilshire,765,THROWING OBJECT AT MOVING VEHICLE,55.0,M,W,STREET,"(34.0485, -118.3338)",6,15,2017,34.0485,-118.3338,2017-06-15,31.2
390209,1464023,01/02/2017,2245,West LA,802,ARSON,40.0,F,W,STREET,"(34.0487, -118.5256)",1,2,2017,34.0487,-118.5256,2017-01-02,12.2
390543,1464460,01/26/2017,1335,West LA,841,KIDNAPPING,39.0,F,H,OTHER BUSINESS,"(34.0423, -118.4656)",1,26,2017,34.0423,-118.4656,2017-01-26,15.3
390554,1464480,01/27/2017,1420,West LA,884,CRIMINAL HOMICIDE,60.0,M,B,STREET,"(34.037, -118.4351)",1,27,2017,34.037,-118.4351,2017-01-27,16.0
390747,1464719,02/05/2017,1715,West LA,889,CRIMINAL HOMICIDE,20.0,M,H,STREET,"(34.0412, -118.3813)",2,5,2017,34.0412,-118.3813,2017-02-05,14.5
391401,1465511,03/11/2017,2021,West LA,887,KIDNAPPING,61.0,M,A,SINGLE FAMILY DWELLING,"(34.0446, -118.3948)",3,11,2017,34.0446,-118.3948,2017-03-11,26.4
391440,1465557,03/14/2017,1500,West LA,889,PICKPOCKET,51.0,F,H,OTHER BUSINESS,"(34.0425, -118.3818)",3,14,2017,34.0425,-118.3818,2017-03-14,28.7
392512,1466841,05/11/2017,1745,West LA,817,KIDNAPPING,26.0,F,W,STREET,"(0, 0)",5,11,2017,0.0,0.0,2017-05-11,26.9
392513,1466842,05/11/2017,1745,West LA,817,KIDNAPPING,15.0,M,W,STREET,"(0, 0)",5,11,2017,0.0,0.0,2017-05-11,26.9
392857,1467243,05/28/2017,130,West LA,806,THROWING OBJECT AT MOVING VEHICLE,18.0,M,W,STREET,"(0, 0)",5,28,2017,0.0,0.0,2017-05-28,27.2
392892,1467286,06/01/2017,1042,West LA,825,ARSON,63.0,M,W,SINGLE FAMILY DWELLING,"(34.0516, -118.4797)",6,1,2017,34.0516,-118.4797,2017-06-01,24.7
393286,1467784,07/03/2017,1530,West LA,896,ARSON,68.0,F,W,PARKING LOT,"(34.0309, -118.4017)",7,3,2017,34.0309,-118.4017,2017-07-03,29.6
393289,1467787,06/30/2017,430,West LA,887,ARSON,60.0,F,W,DRIVEWAY,"(34.0351, -118.3931)",6,30,2017,34.0351,-118.3931,2017-06-30,26.8
393401,1467920,01/13/2017,1800,Van Nuys,952,KIDNAPPING,27.0,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.1685, -118.4574)",1,13,2017,34.1685,-118.4574,2017-01-13,14.3
394164,1468858,01/25/2017,1130,Van Nuys,923,THROWING OBJECT AT MOVING VEHICLE,28.0,M,H,STREET,"(34.1867, -118.4487)",1,25,2017,34.1867,-118.4487,2017-01-25,13.1
394179,1468879,01/21/2017,158,Van Nuys,906,ARSON,37.0,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.203, -118.4458)",1,21,2017,34.203,-118.4458,2017-01-21,13.9
394345,1469077,02/01/2017,2330,Van Nuys,901,THROWING OBJECT AT MOVING VEHICLE,49.0,M,H,STREET,"(34.2085, -118.4662)",2,1,2017,34.2085,-118.4662,2017-02-01,19.1
394505,1469273,02/11/2017,845,Van Nuys,929,THROWING OBJECT AT MOVING VEHICLE,22.0,M,H,STREET,"(34.1867, -118.4258)",2,11,2017,34.1867,-118.4258,2017-02-11,15.8
394754,1469594,02/21/2017,1820,Van Nuys,941,THROWING OBJECT AT MOVING VEHICLE,51.0,F,H,STREET,"(34.1721, -118.4488)",2,21,2017,34.1721,-118.4488,2017-02-21,16.4
394932,1469812,03/04/2017,1506,Van Nuys,914,ARSON,28.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.1976, -118.4487)",3,4,2017,34.1976,-118.4487,2017-03-04,18.7
394988,1469871,03/04/2017,1045,Van Nuys,994,THROWING OBJECT AT MOVING VEHICLE,54.0,M,W,STREET,"(34.138, -118.4376)",3,4,2017,34.138,-118.4376,2017-03-04,18.3
395082,1470003,03/11/2017,740,Van Nuys,904,THROWING OBJECT AT MOVING VEHICLE,53.0,F,O,STREET,"(34.2039, -118.464)",3,11,2017,34.2039,-118.464,2017-03-11,28.4
395102,1470026,03/11/2017,1610,Van Nuys,989,ARSON,48.0,F,W,SINGLE FAMILY DWELLING,"(34.1459, -118.435)",3,11,2017,34.1459,-118.435,2017-03-11,27.8
395121,1470051,03/09/2017,1630,Van Nuys,946,THROWING OBJECT AT MOVING VEHICLE,22.0,F,W,STREET,"(34.1794, -118.4312)",3,9,2017,34.1794,-118.4312,2017-03-09,29.1
395131,1470064,03/15/2017,117,Van Nuys,963,CRIMINAL HOMICIDE,25.0,M,O,ALLEY,"(34.1631, -118.4662)",3,15,2017,34.1631,-118.4662,2017-03-15,26.8
395154,1470092,03/16/2017,230,Van Nuys,914,THROWING OBJECT AT MOVING VEHICLE,55.0,M,O,STREET,"(34.2012, -118.4487)",3,16,2017,34.2012,-118.4487,2017-03-16,27.1
396226,1471399,04/04/2017,1945,Van Nuys,941,ARSON,45.0,M,O,OTHER STORE,"(34.1776, -118.4662)",4,4,2017,34.1776,-118.4662,2017-04-04,24.9
396706,1472003,05/29/2017,1555,Van Nuys,963,THROWING OBJECT AT MOVING VEHICLE,35.0,M,W,STREET,"(34.1594, -118.4487)",5,29,2017,34.1594,-118.4487,2017-05-29,27.6
396861,1472177,06/06/2017,900,Van Nuys,989,KIDNAPPING,31.0,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.1504, -118.4312)",6,6,2017,34.1504,-118.4312,2017-06-06,26.9
397013,1472379,06/16/2017,1015,Van Nuys,914,THROWING OBJECT AT MOVING VEHICLE,28.0,F,W,"VEHICLE, PASSENGER/TRUCK","(34.2012, -118.464)",6,16,2017,34.2012,-118.464,2017-06-16,34.2
